yourlist:M201911176746803381A1F0E0DB47453E0216320D0D7341K	Entry
106832	P02647
126574	Q7L8S5
131973	Q8N9V7
31529	Q99260
119735	Q86SF2
110140	P07864
112096	P05387
31623	P23561
114034	O15353
216798	Q3UES3
107131	Q12982
116860	Q8WVM8
576089	O60844
533094	P41958
120280	Q9NX40
122140	Q9BRR9
36058	Q02933
112208	P49591
128412	Q6NXT6
123190	Q8TB37
119355	Q53GL0
109091	P46095
108890	O43903
120035	Q7Z6G3
121750	Q8N2N9
199356	Q61166
213530	Q5SQY2
114133	O15229
121079	Q9Y5I2
278716	O13809
121492	Q8WXH2
128373	Q7RTY0
111034	O95475
110313	Q00266
568735	P0C7T8
35515	P42836
130616,126025,575920	Q71DI3
117158	Q9Y5K1
212952	Q9D1C1
216686	Q6P5D8
112190	P31949
276937	P78920
122072	Q9C0K1
120289	Q9NX08
119208	Q9H1N7
115896	O43291
122765	Q6ZUS5
131787	Q8N5W9
115582	O60884
107380	P42081
109876	Q96AZ6
109980	Q16558
204375	P68368
675276	Q9DDT2
118850	Q9P031
113300	Q9UDT6
113497	P35227
112530	P00441
127405	Q8IYJ1
116090	O75973
127113	Q8N6N2
122806	Q8IZN3
107494	P23141
121754	Q9NQ36
106567	Q15067
34547	P08518
202495	Q64487
108231	P25101
127846	Q8N7K0
116473	P60520
114895	Q99988
111541	P48147
132751	Q6AW86
119332	Q5T4B2
108039	P00746
125496	Q08AH1
121605	Q9P2J8
118818	Q9UIH9
107278	Q13938
33769	P47088
126018	Q8IWG1
126280	Q6UXB0
119619	Q4G0J3
35986	Q12213
121604	Q9P2J9
115291	O95150
114772	O15066
108962	P09681
109774	P01589
114636	Q5VZL5
125213	Q96ES7
107036	P30530
116937	Q8N3P4
116816	Q15049
32573	P08458
122541	Q9BUX1
121978	Q9H649
279680	O36022
208115	Q9WV60
213238	A2AN08
115728	O43447
125443	Q96RJ3
36841	P25454
116635	Q9UPU3
128360	Q8N307
125482	Q96KR6
121993	Q96AQ7
275965	O74512
113857	O14994
202285	Q9Z2Q6
213026	Q99NB1
127344	Q569K4
275719	P78804
122466	Q8N3J3
126660	Q9H579
112993	P45379
107083	P11274
121608	Q6PIU2
125239	Q86VQ1
123278	Q9C0H5
114320	Q9Y6Q6
122100	P56851
247766	P10686
107415	P48509
121390	Q9H310
114033	O75882
116529	Q9C000
120488	Q6IA69
126244	Q96C23
127090	Q96C55
124220	Q8TDB4
116708	Q14684
119083	Q9P2X7
34520	P41735
127493	Q8NDZ6
121267	Q9NPA8
203153	Q9Z2G6
569217	F2Z333
117727	Q9NRM7
115093	O15090
207985	Q9QZB7
114214	O00303
107033	P37288
109208,575985	P0CG30
34439	P38909
32771	P38084
120900	Q09FC8
122452	O60296
1678070	Q6SW46
106538	Q9BZC7
129632	Q71RS6
106568	P24666
108096	P11532
133099	Q6UWT4
117922	O14841
107797	Q16526
246438	P21272
113865	Q15696
8905	Q8W4D0
109238	Q02153
202082	O88502
120814	O75648
276031	Q9USK6
108495	P35556
114333	O15164
125451	Q8TDF6
110461	P14780
249101	O08700
112889	P04155
119632	Q8N6R0
200871	P05627
121166	Q96RR1
118957	Q96ED9
125632	Q96P64
33767	P46965
106644	P55263
31202	P43616
230036	E9Q649
250873	Q91Z63
36030	P22216
112687,138644	P0DMM9
112687,138644	P0DMN0
247131	Q63604
247220	Q64725
108114	Q92874
200158	Q31125
120881	Q9NV70
114947	Q9Y5S2
110918	P48745
126835	Q96MT3
113624	P51149
107551	P08172
204812	O54946
121988	Q8NCW6
117530	Q9BWD3
112538	Q07890
119947	Q8IXB1
34876	P40477
108485	Q12884
211459	Q9Z1P6
108433	Q93063
199638	P61148
120233	Q0IIM8
124010	Q9BSE2
134948	Q9C0I3
116796	Q9UKL0
117988	Q96DY7
119312	Q7Z5G4
130992	Q5FYB1
114056	O75326
119564	Q9P2R3
129020	Q6ZVT0
119734	Q9H814
23898	P93047
109475	P28356
109809	Q99665
116051	Q9NSD4
126288	Q8N2R8
111569	P24723
120155	Q6ZN30
109014	P15104
111185	P09619
202479	Q64512
123286	P79522
610383	B4DS77
107397	P29965
33909	P47181
114020	O43639
125261	Q5T8I9
204613	P62960
112910	P21980
115633	Q9UGM6
32303	Q12041
31266	Q07887
114994	Q9UQC9
117391	Q9Y4P9
110225	P48449
127148	Q5VXD3
124211	Q96SE0
35592	P53852
126752	P78324
1777015	F5HCD4
1777015	Q2HR95
110151	P56470
108500	Q01362
127978	Q6YI46
127272	A8MPS7
107841	P68400
113556	Q9UIE0
129937	Q5XKL5
31195	P43609
123747	Q96J02
121560	Q9ULI3
108640	P21462
111571	Q16512
109074	P13224
120877	Q9GZL7
198545	P51943
112990	P48788
120290	Q9NX07
129106	Q7Z419
114248	O96024
220584	Q9EPK5
111900	P48304
127828	Q8IYD9
31967	P52867
123889	Q9H0F7
113788	Q13367
200130	Q64516
112073	P61254
121733	Q8TBB6
211930	Q9JJN6
250498	P84092
123680	Q96JB2
275665	O74960
110320	P56270
116864	O43314
126140	Q9H106
249215	P41777
126603	Q8IZP6
122314	Q9H6D8
238188	Q5HZK1
114377	Q5JQC9
124517	Q969F2
112226	Q9Y240
108440	O00167
116164	P49753
122592	Q6P1L6
107281	P20810
107944	P05181
198967	P49586
119624	Q8N2W9
114332	O75629
120956	Q8WU90
110856	Q14938
109811	P78552
117278	P85298
123282	Q9Y334
116854	P98196
36501	P38792
113378	O95409
109445	P31269
121619	Q9P2G3
220464	Q9ERG2
109512	Q99873
30983	P08679
116098	Q9UDY8
115081	Q8N1I0
198471	O08529
119950	Q8WYL5
109482	P32754
241383	B1AXD8
78699	Q9YHE8
107771	P20023
132529	Q6UXN7
131033	Q86UF2
34035	P34246
107506	P13569
35035	Q03759
971418	P04288
111182	P16234
116443	Q9NRW7
114342	O75531
117582	Q9BTE0
108868	P04406
127297	Q8NG68
111218	O75381
31351	P25385
115904	Q13351
126271	Q96L42
119759	Q7Z3B4
36528	P32465
116119	P51003
110575	O15457
113399	P17024
118022	Q9Y5X3
127166	Q96GL9
204410	Q02053
108480	Q14289
109624	Q02363
120061	Q9BYB4
122427	Q9HB20
110994	Q9Y6K5
129864	Q8N141
116872	Q08AD1
117754	O60565
132647	Q6QAJ8
112720	Q92777
107668	P21554
109330	P14210
111524	P16298
127938	Q8NHU3
201139	P48356
117693	Q99952
221378	Q8VE37
109488	P00492
124062	Q969S9
117955	Q9BV87
122543	Q9H6J7
115262	Q8IX05
128392	Q8NAM6
119121	Q5TAQ9
125217	Q96RE7
110952	P01111
123770	Q8NI99
208149	Q9R0H5
114674	Q13585
131172	P0C7T5
125982	Q8IVT2
124669	Q96SJ8
120822	Q08AM6
125824	Q86X40
120102	Q9NYV6
125390	Q9BXJ4
115074	O94886
32428	P33301
106671	Q10567
934106	H3BPM6
128570	Q96D05
111699	Q13635
202460	P43252
113453	P51523
118983	Q9UJW9
127550	Q96NL0
231165	Q3USH5
99359	Q9I9A7
128813	Q3MJ62
124965	Q8TEA8
127805	Q8NA03
34366	Q08204
119066	Q9ULJ3
115697	Q9UEE9
127581	Q8N6F8
115698	Q9BVK8
971786	P03206
201792	Q07763
33035	P53078
277732	O13639
122586	Q9BU76
121217	Q9NYU2
278463	Q92357
115324	Q8IZP0
124646	Q8IXI1
123664	Q5T1V6
128453	Q6P6B1
117566	Q9NVK5
111376	O75051
108578	Q02790
201030	P04104
124812	Q8N999
116819	Q15050
124119	Q9BQY4
115663	Q9UQ03
276062	P04909
115352	O75674
131005	Q86YV6
111846	P10114
116878	O75153
109292	Q6B0K9
205697	Q9CRC0
113692	P60896
115920	O14775
126725	Q9H1F0
111746	Q05209
128686	Q96Q83
119567	Q5T280
115012	Q14679
107971	P98082
115613	Q9Y2B0
114461	Q92522
111977	P13489
112969	P62328
111502	Q15435
232850	Q8C9M2
124916	Q9BT17
126125	Q8N6M3
129806	Q8IYS8
31124	P15625
110755	Q9ULW6
35710	P53924
113752	Q15773
109346	P52789
113253	P52735
113584	O60447
119354	Q9UJU2
110762	P53384
124117	Q9BPY8
118091	O43633
123987	Q9BT92
123070	Q6AWC2
211257	Q9CPX9
124363	Q8N539
119423	Q5H9I0
211070	Q8VDQ8
32018	P12945
123854	Q8WXG9
122971	Q9H8G2
128790	Q9UFC0
119233	Q9Y3E2
256778	Q6AYS7
200907	O08581
107984	P14868
129109	Q8IZ81
216619	Q9D9K3
122390	Q96AX1
121920	Q9HC16
126754	Q8WXA9
111558	P54619
111677	P43686
121422	Q9P2E3
33125	P53012
3509134	P03204
275978	Q9UU79
33005	P07244
117195	Q96BR1
213993	Q91XV3
112798	Q99081
682339	P68139
125224	Q6P444
124810	Q96H12
31177	P43603
115861	Q96R06
128758	P21108
31052	P25644
237529	Q7M760
122526	Q9BVC3
114572	O00151
117074	Q9Y2X9
121417	Q9HAT8
111557	Q9C010
119432	Q8NBJ4
276931	O74351
123773	Q8IUR5
36723	P03069
34213	P36161
248692	P35353
119393	Q9BVI0
111912	O60673
35234	Q04675
119714	A6NDV4
33703	P00360
125029	Q9BS34
116052	O75891
131105	P0CF75
128386	Q8NCQ5
112747	Q15543
238234	Q6ZQ06
201263	P24668
121942	Q6NUQ1
110848	Q12968
108494	P35555
201418	P34884
116844	A2VDJ0
107100	Q12934
117726	Q9UL18
121013	Q9UI09
117708	Q9NYT0
116177	Q13637
208359	Q69ZQ2
109786	P40189
36918	P04147
110479	Q13875
124569	Q8WWY6
120339	Q9NWS6
131666	Q9UBP8
109227	Q92994
109209	O43708
117095	Q96D21
112765	O75347
123940	Q86TU7
115991	Q15916
122498	O43414
123059	Q9C091
131651	Q5T5B0
228998	Q6NZJ6
214348	Q8BI72
113100	P49815
110464	P39900
114835	Q9Y287
115377	O15127
33803	P21374
208011	Q9WV38
29520	Q8RXZ4
120395	Q9BX59
34658	P39946
121611	Q8NFZ4
249893	P18266
113287	P04004
31854,31925	P0CX84
31854,31925	P0CX85
230740	Q8R307
119275	Q9NP71
117237	Q9H330
36761	P08456
119782	Q9P2W9
110182	Q9Y5Q0
34589	Q12439
118834	Q96A57
213029	Q8K298
111148	Q9HD42
249813	Q9Z0W7
117742	Q9UKP3
114878	Q9UBF9
113668	P19484
113011	Q12888
118156	Q9UHG2
124630	Q7Z4T9
130978	Q8N9F0
231572	Q8BGQ7
122263	Q9H3U5
129083	Q68DD2
205015	Q9QWW1
117350	O75953
127856	Q8N205
126840	Q5I7T1
122852	Q6ZT98
120897	Q8IYT2
34949	P40531
116827	Q9Y2E6
108224	Q92838
114576	O43172
115903	P52954
112252	P10147
202478	P35831
116498	Q8WV24
115514	Q96E93
231944	E9Q414
36314	P49089
115034	O75140
130200	Q8IXY8
115559	O60896
112721	P08247
118100	Q9Y2M5
198644	P97377
124826	Q86VW0
36759	P32481
248590	Q9JK66
127023	Q6UXG3
110943	P17342
120274	Q9H9L4
32054	P32356
123142	Q7L266
115486	Q86V81
120826	Q8TER5
112431	Q9NSD5
249279	Q63524
108422	P57679
115109	O60299
125890	Q96MW1
33263	P53212
118949	P81274
107491	Q02224
109151	Q9ULK0
124001	Q5HYK3
129634	Q2VWP7
124520	Q96JT2
56231	Q9XVS7
110853	O00712
33829	P05375
120489	Q9NVM6
130846	Q6PK04
115557	O60895
123156	Q96LB3
120662	Q53F19
121354	Q8NG31
116949	Q8TB72
123251	Q8TEB1
133429	Q6IEU7
118842	Q8NCP5
119223	Q9Y3B6
207501	Q60865
204515	O88951
119612	Q9NS73
219937	Q9EP69
124553	Q8IXS2
111432	P62487
199604	P35550
113156	P17643
122275	Q9H706
125521	Q96EL3
129567	Q6VAB6
116722	O60292
121317	Q9NRH1
124778	Q5TEC3
113123	P33981
116024	Q9UPY6
109966	Q15842
30996	P25618
277139	Q9Y7K0
108971	P08034
208037	Q9R1T4
201757	P08551
121168	Q9NR33
1149044	P26461
115761	Q15596
35043	P38427
106997	P36542
67106	Q9VEN1
115925	Q9Y5I7
113742	P15407
115177	O43167
116763	O15069
200760	Q9WU62
198431	O55017
109447	P31270
34040	P23493
127596	Q6PI78
116656	O94952
32958	P37292
117020	Q9NRK6
109987	O43525
114612	P54296
110639	P48039
108837	O14764
127998	Q96QS3
230176	Q8QZY1
107394	O75355
121740	Q9NRJ7
120017	Q9NWL6
118978	Q6P5Z2
123208	Q9H2F3
126285	Q96PD2
208141	Q9DCJ1
112166	O75298
107136	P58012
60002	Q9VMJ7
122126	Q8NDF8
116426	Q9UMR2
120628	Q9NUJ1
114368	O15379
111869	Q08999
115491	O60678
117039	P60059
250261	P23514
113643	P35659
108227	Q99500
116054	O96001
115035	O75164
108370	P01588
124243	Q9BSM1
115036	O75113
115007	Q5JS13
215111	Q9CQI6
117499	Q5VV63
108438	O43909
222872	Q505D1
109473	P09016
114232	Q9UEW3
7538	Q8H1F2
108936	P39905
120917	O43593
111540	P51888
122044	Q9H008
128558	Q8IVU9
126236	Q5I0X7
216004	Q8BII1
113569	Q15942
113888	Q14657
112729	Q9UHF0
106686	P35573
120986	Q9H3U1
119390	Q9P299
107460	P38936
113871	Q14683
114239	Q12891
126977	Q2KHN1
124090	A8K855
113224	Q16831
203256	Q60520
32949	P38334
126390	Q8TED9
120564	Q96G03
111344	P00749
120970	Q9BRT8
113825	Q13477
111351	P19174
106987	P25705
133739	Q6ZNF0
202418	O09061
252365	P63259
111274	P46019
116818	Q9UPT8
121672	Q8N608
126956	Q6RVD6
125565	Q96NZ8
111771	O60671
108865	Q14353
258888	Q5XIK5
158758	F7VJQ2
158758	P10279
123134	Q9H7S9
220460	Q99PU5
248364	P62260
204001	Q60756
203278	P59158
203201	Q91ZM2
119627	A2RRP1
121341	Q9NRY6
31204	P43618
117308	Q8WUA7
124949	A8MTZ0
109500	P02790
34178	P36139
119992	Q9NVM4
109958	O95259
134447	Q9H6A9
32569	P32474
110323	P11226
212469	Q6IR34
123992	Q9BT43
676458	P07812
119620	Q9H501
109839	P02778
128172	Q9BW72
108620	P51816
279475	P41878
124200	Q9BX68
221690	Q7TSH4
116744	O94983
121510	Q9HBL6
109547	P04792
116538	Q8N2Q7
126056	Q5T5D7
197926	Q9R0H0
127351	Q8N6S5
119446	Q9BQ95
198715	Q63ZW7
107860	P33240
106982	Q16720
131220	A6NDB9
198791	Q08093
122894	Q9H9D4
109697	O00458
119497	O60508
108441	Q99504
120561	Q9NV29
251279	Q63450
122268	Q9H7B4
231357	Q8BTM9
114276	O00198
124362	Q96SK2
37252	H2L0N8
234726	Q66L42
107391	P49961
122544	Q8IWZ4
129059	Q5TCM9
107457	P50613
111691	Q9UNM6
129828	Q5BKX5
35531	P42846
117749	Q96G97
112316	Q01105
118801	Q9Y6G1
247811	P62856
111071	Q96G91
31118	P43569
204951	O09110
122879	Q8IY33
32224	Q12329
235913	Q8BP00
129843	Q8IYV9
124739	Q96I27
232025	Q8BFZ3
279636	O14137
15703	O82132
205034	Q9QYY9
249825	Q9JK11
124044	Q9BR77
112390	Q15477
109100	Q14330
201673	P10085
122764	Q0VDG4
120618	Q9NUL5
108000	P42126
116680	Q7Z3U7
115547	O43597
1151299	Q767L7
122183	Q9GZS0
231399	Q8BKN5
128949	A8MVW5
122025	Q9GZV8
122431	Q6IMN6
36280	P06197
127352	Q8WXB1
200840	Q03526
114026	Q14183
114442	O75593
109414	P41235
612915	Q6UW78
127136	Q8NEP9
116576	P26718
123352	Q9H2D1
109222	Q13889
128641	Q6B0B8
120023	Q8TAG9
117114	O94760
116653	Q9UL25
115517	Q99795
67310	P10041
119953	Q9P283
36073	Q02872
125355	Q96PY5
123579	Q9C029
112365	Q15465
116385	O43572
110481	O96007
110481	O96033
120671	Q7Z7J9
109139	Q96SL4
107702	P39059
124946	Q96CF2
125346	Q7Z408
224389	Q8CIS0
130056	A5X5Y0
127794	Q6P656
32536	P39904
108611	P49771
126778	Q96LT4
117942	O95900
121529	Q8WXI9
108963	P48546
119323	Q5M7Z0
120947	Q8WUW1
117345	Q7Z5A7
121849	Q9NP98
108579	Q13451
115680	P80723
198129	P17426
125808	Q86U28
110788	O95178
118871	Q9Y5T4
32652	P07256
117577	Q8TDR0
137321	Q495Y8
128385	Q6ZMD2
107434	P12830
247609	P63102
111730	P20962
31333	P37291
1776975	F5HFA1
123549	Q8N8Q9
122770	Q5FYB0
120320	Q9NWW0
227970	Q8VEJ9
107140	P38398
122981	Q9H633
123287	Q9BTF0
201130	P16125
112278	P78423
107599	P51797
125809	Q8N9L9
123135	Q9H7Z7
110751	P52272
106930	P46597
106551	P28330
124997	Q96MF6
120568	Q69YN2
127890	Q8N7F7
122992	Q8WU10
121106	Q9H019
122755	Q8TB73
224544	Q8CHT3
199350	Q61501
120132	Q8NFM7
106554	P45954
114165	Q9UP65
107188	P01031
124100	Q75N90
229918	Q3TPE9
107410	P04233
1776965	Q2HR82
248101	Q64289
207975	Q9R0P5
204380	Q9D6F9
106648	P29275
119649	Q9Y394
119281	Q8NBJ9
124933	A1L020
33798	P47112
126481	Q330K2
123512	Q8WTR4
229641	Q8CII0
110099	Q6ISS4
91380	Q6PEH5
108866	Q8TET4
200308	Q9ERH7
31707	Q06205
130950	Q8NBH2
109961	P63252
109915	Q14573
971407	P10224
115856	Q9UJ37
108933	P50395
125847	Q96N06
123954,609938	Q99666
115386	Q92729
115813	Q6UX06
127950	Q86VQ0
218155	Q8BRT1
126862	Q96MD2
126753	Q96DU9
277856	P36620
115253	O15062
111309	P42338
111047	P19652
31269	P29453
36435	P00447
119615	O95551
106913	Q93070
125461	Q96CG8
135647	Q6UWN8
280045	Q9P3W6
110882	Q86X76
108463	P05160
114491	Q8IWQ3
115759	O14795
120555	Q96HH6
121713	Q9HCJ6
108547	Q92914
113271	P15311
117663	Q9NP60
128100	Q8TF68
247278	P26817
112712	P51809
121654	Q9P270
128722	Q8N319
107102	P21810
676113	O93512
35588	P53617
107183	P04003
117650	Q9UKG4
125373	Q96PV6
110622	P11586
114651	Q9P0L0
125345	Q96Q04
32485	Q04062
116467	O43482
119499	O75800
116201	Q86UE8
114828	O76036
123534	Q8N6S4
124041	Q86VX9
114337	Q13478
129373	Q8IZQ5
33768	P47086
198349	P70444
113200	Q92890
203226	Q7TMB8
118150	Q16763
115605	P54108
109127	P34947
31249	Q07794
123678	Q9BSG5
131944	Q68CQ1
120685	Q9NPE3
131030	A4D161
199985	Q9DAS9
115852	P22234
127843	Q3KP31
112570	O43278
127467	Q17RF5
127095	Q96B18
117469	Q9BQA5
199088	O70133
276564	Q03392
110106	P07942
112048	Q02878
198645	P30285
115863	O95630
121678	Q8IYE0
121613	Q9P2H5
108504	Q92637
118160	O14657
124828	Q96K17
108996	Q92896
159494	P68103
119730	Q9UIU6
31703	Q06201
116981	Q9Y6E7
107824	P04141
117103	Q96G27
215803	Q6ZQ58
247095	P60881
128132	Q8IZT9
36456	P17423
114504	P61081
119514	Q9UBV4
106549	Q13085
127880	Q6UVJ0
205175	Q9R099
117043	Q6UWW8
130766	Q68J44
275902	O74538
124627	Q96PS8
128261	Q8IX19
32839	P38109
31879	Q99380
123756	Q9BQ66
120903	Q8WUY9
114945	O75602
120755	P85299
114138	Q9BUB5
230599	Q91VD9
115365	Q9UBT2
205044	O88545
108601	P20930
201712	P25233
109867	P10914
125957	Q6UXV1
130821	A0JP26
35441	P38429
204518	P40338
121061	Q9Y5E8
112796	P37275
199792	P70699
250872	Q91ZY6
34957	P07278
951508	P49106
222123	Q5SRY7
112083	P49207
204938	Q61539
124194	Q9BYV6
118168	Q9NP87
126078	Q8WVF1
124411	Q86UY5
118989	Q9UHL4
109517	P26439
122070	Q969X1
115816	Q9Y6D6
131494	O75333
114732	Q15643
114444	O95243
128691	Q8IX90
198835	Q8CIE6
116220	Q93062
106652	P09874
112376	Q16842
127137	Q5MCW4
121525	Q8TD84
117369	Q9Y3A3
126199	Q8IYB7
202544	P63011
127858	Q8IYN0
117492	Q9Y2Y6
124792	Q96HJ3
120540	Q9H869
124763	Q5VTE6
34556	Q99189
202088	P26618
131135	P0C7M7
110731	Q13402
200831	O55135
118948	Q13595
113852	Q8N653
207791	Q60710
113312	Q9Y6F9
110449	P98177
109711	Q16270
113841	Q9Y6Q9
108863	Q14435
125759	Q8ND83
123214	Q49AM1
35211	P54000
128333	Q86SG2
215684	Q3UHI0
114548	Q13432
127898	Q8IU80
115946	O75417
113262	Q9Y277
129210	Q8N239
128997	Q7Z739
117073	Q15057
108037	O15263
256747	Q4KLH6
109172	P41594
109974	Q99712
121753	Q9H227
125087	Q9BSA4
128184	Q8N3Y7
33437	P36421
119540	Q9UBF1
109293	P68871
115043	Q15386
115546	O43609
127689	Q6PB30
569980	Q5JSS6
124875	Q7Z570
107409	P21854
128986	A2RRH5
111821	O75943
122807	Q6P1R3
110253	Q14596
125876	Q495M9
123862	Q8N612
131523	Q96AQ9
119594	Q9BWX1
124913	Q86UE4
109710	P24592
203497	Q9JM73
115609	O00241
115609	Q5TFQ8
217620	P62852
115129	Q92620
198555	P51945
111597	Q13217
108974	O95377
129694	A6NDG6
111079	Q9H361
124189	Q8NFA0
130143	Q8N412
113248	Q9P2Y5
1678013	F5HC97
114847	Q15052
107327	P06307
121304	Q8WY36
35547	P38629
113416	Q9Y5A6
131183	Q9H009
120748	Q9NXR5
34858	P26784
203582	Q62276
108542	P10767
125928	Q6PI98
125867	Q7Z614
110176	P38571
277986	Q09852
116636	Q496J9
115932	Q92526
1172097	P46406
109455	P09067
132378	Q1XH10
121983	Q9H115
278067	Q92354
200602	O88522
217684	Q8BGD9
120219	Q2TAL8
203038	P28700
107065	P12694
115578	O60739
124291	Q96IT1
119147	Q9NYW3
119476	Q9NZD4
107344	O60583
116248	Q7Z7A1
117592	Q8NE09
128279	Q8TAV0
118133	Q9UHJ9
279697	O00087
115553	O95976
111702	P41222
122039	Q9H306
231046	Q8CJ40
203127	P10855
116340	O75717
113455	Q03923
216203	Q9CWF2
106748	O15296
120234	Q8TBJ4
125277	O43709
115457	Q13263
115180	Q92556
130177	A6NFR6
119574	Q53FT3
229256	B2RX88
31987	Q07457
109996	P50053
113348	O14980
119588	Q9NX31
222684	Q91VR5
201468	P14152
126803	Q86YD5
125621	Q6ZUJ8
121105	Q9UJG1
129762	Q96QA5
114178	O95671
132802	Q7Z3S9
123651	Q8TBY8
125458	Q96P53
201848	P97333
216425	Q8K285
206128	O55029
121690	Q96CP6
120825	Q3KQU3
118391	O00548
121329	Q7Z3J2
122949	A6NHL2
971444	P10233
125932	Q8NHS1
107658	Q14028
106727	Q9UBJ2
230033	Q3UDP0
121266	Q9NRP2
116423	Q9Y6I8
116749	Q9UKJ3
123518	Q96I51
109042	P19087
123160	Q7L2K0
114108	Q9UMQ3
116757	O43149
111875	P0DJD3
115374	Q14061
119036	P57073
3190610,127556	Q96HJ9
121497	Q9GZX7
279825	Q9P6P2
36150	P41338
121139	Q86U44
113185	Q05086
119791	Q9UGI9
122052	Q9H3Q3
207302	Q9Z2X2
125562	Q96PL1
109237	Q02108
116626	O95154
231562	Q3UJB9
109387	Q14774
119552	Q9UBD6
123499	Q9BVG9
121528	Q9ULS5
119464	Q6UWH4
114242	Q9UJX2
116967	Q9H2P0
36173	Q12230
110420	P14209
122303	Q9H871
109883	P13612
108372	P07814
106720	P30838
110114	P13473
113603	Q71U36
109642	P14735
107222	P35219
123258	Q9H2S5
122777	Q8IWC1
108991	P48506
123614	Q9BYP9
204438	O70405
133634	P0C6C1
199437	Q05512
129991	Q8NC42
116642	O94986
214159	Q99P21
111041	Q13416
247549	P10037
110736	Q99972
107034	P47901
108315	Q99607
223223	Q8VD62
202525	Q8VI36
110031	Q9BW19
120247	Q5VV42
229475	Q5XJY5
112868	P55061
127992	Q5JUX0
35541	P48563
114464	O15460
128284	Q5VWT5
123636	Q9BZ71
110467	P51511
203998	Q9WTX5
128990	Q8IXL7
1172293	P29751
126950	Q96S86
159582	P67774
120011	Q96PZ0
202071	P12815
112946	Q04727
113536	P98182
108559	P09769
107020	Q04656
117571	Q8NC51
36901	Q01477
109602	P24821
65183	P21461
278137	Q10352
108287	P41091
109335	Q03014
111414	Q99719
199264	O35207
200549	P09535
114260	O60869
125148	Q9UK08
116790	Q96RG2
275483	O94703
120389	Q96EP0
115529	Q7LDG7
117053	Q6AI39
117410	Q68BL8
111493	P62136
198865	P52825
107671	P26992
199902	P47856
115297	P49790
109910	Q13572
125050	Q8N392
275680	P36597
123873	Q8WVZ9
115730	O43257
1205549	P18098
124970	Q8N5I2
126294	Q7L0X2
201432	Q8CDB0
279669	Q10251
207498	P62492
110372	Q06413
111614	P41219
205435	Q9CZ28
115585	O95996
111111	P23760
109678	P01574
112768	Q15813
119868	P58505
199587	P34152
211475	Q99JP4
109449	P31271
123192	Q96SN7
278872	O13775
121948	Q9BSB4
129776	Q8N9F7
112439	Q9UBY0
122776	Q8NEM0
213922	Q8BP47
122027	Q9BYT9
129216	Q8N5C8
36261	Q06834
115691	Q9BSL1
119895	P58499
119415	Q9P0N5
116859	Q9Y4B5
116812	Q15041
124122	Q9NUB1
34013	P32342
122224	Q9BXN6
158383	Q9BE97
116513	Q9Y2H0
109712	O00622
201429	Q8C5D8
108769	Q92674
35511	P32561
123222	Q2M3C7
114510	Q5T4W7
127139	Q5T7P8
40769	Q09463
207767	O70250
198550	P30282
136811	Q5QNW6
112045	P46777
127864	Q6ZN66
112258	P80075
116223	P60981
116867	Q9UPT5
107441	P55286
127555	P0C7M8
111418	P09884
128744	Q9BX46
114967	Q9Y4A8
203539	Q60864
126006	Q6XPR3
207804	Q9R1C6
971451	P10238
36421	P32902
128213	Q96G04
234487	P17742
113108	Q99598
121816	Q49AG3
115310	Q8TF05
114551	P54578
120471	Q9NVR5
112509	P08621
249382	Q09137
107370	Q96HJ5
36932	P25453
34675	Q12404
32172	Q04599
122074	Q9HB90
201270	Q9WTX8
123753	Q969R5
106825	P27695
118955	Q9NRS6
107529	P18754
34385	Q08144
35368	P35187
201187	O70263
119001	Q9Y617
114841	O43736
238688	P62700
124542	Q155Q3
116575	Q9UKM9
127124	Q96NG5
198133	Q9JME5
109709	P24593
114592	O43759
35730	P53933
112211	Q01826
275470	O94715
112144	P62851
133764	Q5VTA0
131543	O60741
215053	Q8BR65
107538	P10645
114528	Q9UBL3
117407	Q0D2I5
106895	P36404
202889	Q921J2
124065	Q8N6H7
115757	O00506
128321	Q9NU39
107108	O75626
121970	Q9H8W3
107056	Q99728
213968	Q91YL2
119324	Q9BT78
125470	Q8N1L9
108973	O75712
122005	Q9Y4H4
129003	Q5U4P2
204934	Q9R1A8
1219931	P29717
117181	Q8NCC3
111592	P46734
108617	P49326
120797	Q8TCY9
115459	Q9UDR5
275322	O74984
113142	Q15672
120438	Q659C4
127557	Q4VCS5
200296	Q99LI8
1677983	F5HE12
115383	Q9NY33
204959	Q61084
130213	Q8TC20
112764	Q16635
204503	P61759
122786	Q86XI6
276487	O60198
38308	Q8STE5
115725	Q8IUN9
113177	P63279
114923	P56134
121240	Q9NQC8
120517	Q8TCA0
112737	O00268
201788	P15532
114040	O14901
130066	Q5HYI8
122810	Q687X5
106909	P54793
32717	P38068
114814	O96004
106692	P50052
120512	Q6ZUT1
122579	Q9BU79
113375	P17010
125266	Q86UW9
124654	Q8NBV8
134314	A4D2P6
124709	Q96HV5
36496	P38788
201194	P10107
124747	Q8N6M9
106571	P15309
279728	O14217
159145	Q76LV2
125385	Q9BXB5
114745	Q15170
202335	P62137
34704	P30624
121513	Q9HBK9
111654	P11801
200940	Q9QXL1
120039	Q86VZ2
111195	O14638
118877	Q9Y613
107916	P04839
114559	Q9Y216
112322	Q6FHJ7
112956	Q9Y466
126282	Q8N4Q1
127252	Q9BX40
211121	P62830
110216	P98164
113580	Q13571
129559	Q86XJ1
121667	Q8N680
111044	Q96BI1
114344	O76093
15052	Q42064
